commit,refactoring type,description,tool,validation,note
https://github.com/asyml/texar/commit/df3053cbc34b7d8fbb592692f7febec109bc5df5,Move Method,"Location: texar/core/layers.py
Move Method	package shape_list(x Any) : void from class org.texar.core.layers.PyDummyClass3 to package shape_list(x Any) : void from class org.texar.utils.utils.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/e217947a9e34adc009913fe9f1a8d94e9fbab80d,Add Parameter,"Location: txtgen/modules/connectors/connector_base.py/ConnectorBase
The parameter(s) ""decoder_state_size"" in the class ""ConnectorBase""is/are added to the method ""__init__""",PyRef,TP,
https://github.com/asyml/texar/commit/e217947a9e34adc009913fe9f1a8d94e9fbab80d,Add Parameter,"Location: txtgen/modules/connectors/connectors.py/ForwardConnector
The parameter(s) ""decoder_state_size"" in the class ""ForwardConnector""is/are added to the method ""__init__""",PyRef,TP,
https://github.com/asyml/texar/commit/e217947a9e34adc009913fe9f1a8d94e9fbab80d,Inline Method,"Location: txtgen/modules/connectors/connector_base.py/ConnectorBase
The method ""connect"" is inlined to the method ""_build"" in the class ""ConnectorBase""",PyRef,TP,
https://github.com/asyml/texar/commit/e988614f1001348df71190d222faf02224c4e5aa,Move Method,"Location: txtgen/modules/encoders/rnn_encoders.py
Move Method	package embedding(self ForwardRNNEncoder) : void from class org.txtgen.modules.encoders.rnn_encoders.ForwardRNNEncoder to package embedding(self RNNEncoderBase) : void from class org.txtgen.modules.encoders.rnn_encoders.RNNEncoderBase",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/e988614f1001348df71190d222faf02224c4e5aa,Move Method,"Location: txtgen/modules/encoders/rnn_encoders.py
Move Method	package cell(self ForwardRNNEncoder) : void from class org.txtgen.modules.encoders.rnn_encoders.ForwardRNNEncoder to package cell(self RNNEncoderBase) : void from class org.txtgen.modules.encoders.rnn_encoders.RNNEncoderBase",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/e988614f1001348df71190d222faf02224c4e5aa,Move Method,"Location: txtgen/modules/encoders/rnn_encoders.py
Move Method	package state_size(self ForwardRNNEncoder) : void from class org.txtgen.modules.encoders.rnn_encoders.ForwardRNNEncoder to package state_size(self RNNEncoderBase) : void from class org.txtgen.modules.encoders.rnn_encoders.RNNEncoderBase",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/ea6058d72f9eda3e79a1627b63b0ed6148fffbeb,Add Parameter,"Location: texar/modules/memory/memory_network.py
Add Parameter	mode : Any in method package _build(self MemNetRNNLike, query Any, memory Any, soft_memory Any, mode Any) : void from class org.texar.modules.memory.memory_network.MemNetRNNLike",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/ebec93d0b005e2bbb51892a52604b70537d01a2d,Add Parameter,"Location: texar/modules/encoders/rnn_encoders.py
Add Parameter	return_cell_output : Any in method package _build(self UnidirectionalRNNEncoder, inputs Any, sequence_length Any, initial_state Any, time_major Any, mode Any, return_cell_output Any) : void from class org.texar.modules.encoders.rnn_encoders.UnidirectionalRNNEncoder",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/edcb42e678e63cd4ef9be891f3e61a9fb3370147,Remove Parameter,"Location: txtgen/modules/decoders/rnn_decoder_base.py/RNNDecoderBase
The parameter(s) ""decoder_state_size"" is/are removed from the method ""__init__"" in the class ""RNNDecoderBase""",PyRef,TP,
https://github.com/asyml/texar/commit/f50baed6c1fd2d22a849f909241223053ad396eb,Remove Parameter,"Location: txtgen/modules/decoders/rnn_decoders.py/BasicRNNDecoder
The parameter(s) ""decoder_state_size"" is/are removed from the method ""__init__"" in the class ""BasicRNNDecoder""",PyRef,TP,
https://github.com/asyml/texar/commit/f5a2b259b26bc173bf854cf5c8f306a1c21f15fe,Change/Rename Parameter,"Location: txtgen/losses/dqn_losses.py
The parameter(s) ""q_value"" of the method ""l2_loss"" is/are changed/renamed to ""qvalue""",PyRef,TP,
https://github.com/asyml/texar/commit/f7900df34f14144ae13c1e27bbe39d3d84887f87,Add Parameter,"Location: texar/modules/embedders/position_embedders.py
Add Parameter	sequence_length : Any in method package _build(self SinusoidsPositionEmbedder, positions Any, sequence_length Any) : void from class org.texar.modules.embedders.position_embedders.SinusoidsPositionEmbedder",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/f86ceee1b4a5cfa7ddc728eabcffc6327e853af3,Extract Method,"Location: texar/modules/decoders/rnn_decoders_test.py/BasicRNNDecoderTest
The method ""_test_outputs"" is extracted from the method ""test_decode_train"" in the class ""BasicRNNDecoderTest""",PyRef,TP,
https://github.com/asyml/texar/commit/f9bcfc0c35aecbe611f7b1e46f768cd3b157a879,Add Parameter,"Location: texar/models/seq2seq/basic_seq2seq.py
Add Parameter	data_hparams : Any in method package __init__(self BasicSeq2seq, data_hparams Any, hparams Any) : void from class org.texar.models.seq2seq.basic_seq2seq.BasicSeq2seq",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/f9bcfc0c35aecbe611f7b1e46f768cd3b157a879,Add Parameter,"Location: texar/run/executor.py
Add Parameter	max_steps : Any in method package _get_train_spec(self Executor, max_steps Any) : void from class org.texar.run.executor.Executor",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/fae63f0cd82ccb45efb47bf4af09830e44e29920,Change/Rename Parameter,"Location: txtgen/modules/connectors/connectors.py/MLPTransformConnector
The parameter(s) ""encoder_result"" of the method ""_build"" in the class ""MLPTransformConnector"" is/are changed/renamed to ""inputs""",PyRef,TP,
https://github.com/asyml/texar/commit/fb7b2f8211510c71dc9de1c48d842254c06a075d,Extract Method,"Location: texar/data/data/mono_text_data.py/MonoTextData
The method ""_make_other_transformations"" is extracted from the method ""_process_dataset"" in the class ""MonoTextData""",PyRef,TP,
https://github.com/asyml/texar/commit/fb7b2f8211510c71dc9de1c48d842254c06a075d,Rename Method,"Location: texar/data/data/mono_text_data.py/MonoTextData
The method ""length_tensor_name"" in the class ""MonoTextData"" is renamed to ""length_name""",PyRef,TP,
https://github.com/asyml/texar/commit/fb7b2f8211510c71dc9de1c48d842254c06a075d,Rename Method,"Location: texar/data/data/mono_text_data.py/MonoTextData
The method ""text_id_tensor_name"" in the class ""MonoTextData"" is renamed to ""text_id_name""",PyRef,TP,
https://github.com/asyml/texar/commit/fb7b2f8211510c71dc9de1c48d842254c06a075d,Rename Method,"Location: texar/data/data/mono_text_data.py/MonoTextData
The method ""text_tensor_name"" in the class ""MonoTextData"" is renamed to ""text_name""",PyRef,TP,
https://github.com/asyml/texar/commit/fde48c9344f2aca76ca21e8b42efeb8d911ba7c8,Add Parameter,"Location: texar/core/layers.py
Add Parameter	kwargs : Any in method package get_activation_fn(fn_name Any, kwargs Any) : void from class org.texar.core.layers.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/fde48c9344f2aca76ca21e8b42efeb8d911ba7c8,Add Parameter,"Location: texar/modules/classifiers/conv_classifiers.py
Add Parameter	sequence_length : Any in method package _build(self Conv1DClassifier, inputs Any, sequence_length Any, dtype Any, time_major Any, mode Any) : void from class org.texar.modules.classifiers.conv_classifiers.Conv1DClassifier Add Parameter	dtype : Any in method package _build(self Conv1DClassifier, inputs Any, sequence_length Any, dtype Any, time_major Any, mode Any) : void from class org.texar.modules.classifiers.conv_classifiers.Conv1DClassifier
Add Parameter	time_major : Any in method package _build(self Conv1DClassifier, inputs Any, sequence_length Any, dtype Any, time_major Any, mode Any) : void from class org.texar.modules.classifiers.conv_classifiers.Conv1DClassifier",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/ff0f55dae8cc957ded0eac9680600437fa84714a,Add Parameter,"Location: examples/sequence_tagging/conll_reader.py
Add Parameter	min_occur : Any in method package create_vocabs(train_path Any, normalize_digits Any, min_occur Any) : void from class org.examples.sequence_tagging.conll_reader.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/ff107ccfe3d954dc72512c8c9cdf14f547c08d8f,Add Parameter,"Location: texar/modules/encoders/hierarchical_encoders_new.py
Add Parameter	encoder_major_hparams : Any in method package __init__(self HierarchicalRNNEncoder, encoder_major Any, encoder_minor Any, hparams Any, encoder_major_hparams Any, encoder_minor_hparams Any) : void from class org.texar.modules.encoders.hierarchical_encoders_new.HierarchicalRNNEncoder Add Parameter	encoder_minor_hparams : Any in method package __init__(self HierarchicalRNNEncoder, encoder_major Any, encoder_minor Any, hparams Any, encoder_major_hparams Any, encoder_minor_hparams Any) : void from class org.texar.modules.encoders.hierarchical_encoders_new.HierarchicalRNNEncoder",Python-adapted RMiner,TP,
https://github.com/kkroening/ffmpeg-python/commit/19555472029f57ce2c9caabe757425d8201c0324,Extract Method,"Location: ffmpeg/_view.py
The method ""_get_node_color"" is extracted from the method ""view""","PyRef,Python-adapted RMiner",TP,
https://github.com/kkroening/ffmpeg-python/commit/4f97d1d679c3d7aeab703925c665df2370f08980,Add Parameter,"Location: ffmpeg/_view.py
The parameter(s) ""detail,filename,pipe""is/are added to the method ""view""","PyRef,Python-adapted RMiner",TP,
https://github.com/kkroening/ffmpeg-python/commit/646a0dcae86db06d153765a2e233199c05ab81b5,Add Parameter,"Location: ffmpeg/nodes.py/Stream
The parameter(s) ""upstream_selector"" in the class ""Stream""is/are added to the method ""__init__""","PyRef,Python-adapted RMiner",TP,
https://github.com/kkroening/ffmpeg-python/commit/646a0dcae86db06d153765a2e233199c05ab81b5,Add Parameter,"Location: ffmpeg/nodes.py/Node
The parameter(s) ""select"" in the class ""Node""is/are added to the method ""stream""","PyRef,Python-adapted RMiner",TP,
https://github.com/kkroening/ffmpeg-python/commit/646a0dcae86db06d153765a2e233199c05ab81b5,Add Parameter,"Location: ffmpeg/nodes.py/FilterableStream
The parameter(s) ""upstream_selector"" in the class ""FilterableStream""is/are added to the method ""__init__""","PyRef,Python-adapted RMiner",TP,
https://github.com/kkroening/ffmpeg-python/commit/8a761f055dd2149aaf15a3a35fc5ed3cb9d8f197,Add Parameter,"Location: ffmpeg/_view.py
The parameter(s) ""stream_spec""is/are added to the method ""view""","PyRef,Python-adapted RMiner",FP,
https://github.com/kkroening/ffmpeg-python/commit/f6d014540a3fc0c24037cdc5e871903ad21d5cff,Add Parameter,"Location: ffmpeg/nodes.py/OutputStream
The parameter(s) ""upstream_selector"" in the class ""OutputStream""is/are added to the method ""__init__""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/007e42b10375ee767cd3c1c33860cb8f13fb6e52,Add Parameter,"Location: texar/modules/encoders/rnn_encoders.py/UnidirectionalRNNEncoder
The parameter(s) ""use_embedding"" in the class ""UnidirectionalRNNEncoder""is/are added to the method ""_build""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/007e42b10375ee767cd3c1c33860cb8f13fb6e52,Add Parameter,"Location: texar/modules/encoders/rnn_encoders.py/BidirectionalRNNEncoder
The parameter(s) ""use_embedding"" in the class ""BidirectionalRNNEncoder""is/are added to the method ""_build""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/089fb944936cdd72258e9c21eb9b8c98e78acbf5,Add Parameter,"Location: texar/core/optimization.py
The parameter(s) ""learning_rate""is/are added to the method ""get_train_op""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/089fb944936cdd72258e9c21eb9b8c98e78acbf5,Add Parameter,"Location: texar/modules/decoders/rnn_decoder_base.py/RNNDecoderBase
The parameter(s) ""impute_finished"" in the class ""RNNDecoderBase""is/are added to the method ""_build""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/0a07243d64cf7b6770ead65b748f64c1117982c7,Rename Method,"Location: txtgen/data/vocabulary_test.py/VocabularyTest
The method ""test_vocab_load"" in the class ""VocabularyTest"" is renamed to ""test_vocab_construction""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/0b93811a3ed5b8098190ada79695b86397372e8b,Extract Method,"Location: txtgen/core/utils.py
The method ""get_class"" is extracted from the method ""get_instance""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/15c89efc11b4e7ad9789f264fb53e327fb72f25d,Add Parameter,"Location: texar/core/layers.py
The parameter(s) ""queries_valid_length,keys_valid_length""is/are added to the method ""multihead_attention""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/15c89efc11b4e7ad9789f264fb53e327fb72f25d,Add Parameter,"Location: texar/modules/decoders/transformer_decoders.py/TransformerDecoder
The parameter(s) ""src_length,tgt_length"" in the class ""TransformerDecoder""is/are added to the method ""_build""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/15c89efc11b4e7ad9789f264fb53e327fb72f25d,Add Parameter,"Location: texar/modules/encoders/transformer_encoders.py/TransformerEncoder
The parameter(s) ""inputs_length"" in the class ""TransformerEncoder""is/are added to the method ""_build""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/1629d23ed2688462f9a539b1142cb5088270bef5,Add Parameter,"Location: texar/models/tsf/tsf_classifier_lm.py/TSFClassifierLM
The parameter(s) ""rho_lm"" in the class ""TSFClassifierLM""is/are added to the method ""eval_step""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/1c499b27e225d0c3b8634347c1bb924e26842cd1,Add Parameter,"Location: txtgen/modules/decoders/rnn_decoders.py/BasicRNNDecoder
The parameter(s) ""embedding,embedding_trainable"" in the class ""BasicRNNDecoder""is/are added to the method ""__init__""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/1c499b27e225d0c3b8634347c1bb924e26842cd1,Change/Rename Parameter,"Location: txtgen/modules/decoders/rnn_decoder_helpers.py
The parameter(s) ""start_token"" of the method ""make_helper"" is/are changed/renamed to ""start_tokens""",PyRef,TP,
https://github.com/asyml/texar/commit/28a5c5a4c091cd22e4aa893e45440ea59376e575,Add Parameter,"Location: txtgen/hyperparams.py/HParams
The parameter(s) ""allow_new_hparam"" in the class ""HParams""is/are added to the method ""_parse""","PyRef,Python-adapted RMiner",TP,
